['0', 'onstandstepchanged', '3579', ['onstandstepchanged', ' <*>'], 'E0']
['198', 'onextend', '1514038546000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['205', 'onextend', '1514038546000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['212', 'onextend', '1514038547000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['219', 'onextend', '1514038548000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['226', 'onextend', '1514038548000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['233', 'onextend', '1514038549000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['240', 'onextend', '1514038550000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['247', 'onextend', '1514038550000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['254', 'onextend', '1514038551000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['261', 'onextend', '1514038552000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['268', 'onextend', '1514038553000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['275', 'onextend', '1514038554000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['282', 'onextend', '1514038555000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['289', 'onextend', '1514038556000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['296', 'onextend', '1514038556000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['303', 'onextend', '1514038558000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['310', 'onextend', '1514038560000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['318', 'onextend', '1514038561000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['325', 'onextend', '1514038639000', '0', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['331', 'onextend', '1514038641000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['338', 'onextend', '1514038641000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['345', 'onextend', '1514038642000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['352', 'onextend', '1514038642000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['359', 'onextend', '1514038643000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['366', 'onextend', '1514038643000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['373', 'onextend', '1514038644000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['380', 'onextend', '1514038644000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['387', 'onextend', '1514038645000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['394', 'onextend', '1514038645000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['401', 'onextend', '1514038648000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['407', 'onextend', '1514038665000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['414', 'onextend', '1514038666000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['421', 'onextend', '1514038666000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['428', 'onextend', '1514038667000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['435', 'onextend', '1514038667000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['442', 'onextend', '1514038668000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['449', 'onextend', '1514038668000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['456', 'onextend', '1514038669000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['463', 'onextend', '1514038669000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['470', 'onextend', '1514038670000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['477', 'onextend', '1514038670000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['484', 'onextend', '1514038671000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['491', 'onextend', '1514038671000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['498', 'onextend', '1514038672000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['505', 'onextend', '1514038672000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['512', 'onextend', '1514038673000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['519', 'onextend', '1514038674000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['526', 'onextend', '1514038675000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['533', 'onextend', '1514038676000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['540', 'onextend', '1514038677000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['547', 'onextend', '1514038678000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['554', 'onextend', '1514038678000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['561', 'onextend', '1514038680000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['569', 'onextend', '1514038682000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['576', 'onextend', '1514038683000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['583', 'onextend', '1514038686000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['590', 'onextend', '1514038686000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['597', 'onextend', '1514038748000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['604', 'onextend', '1514038749000', '5', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['611', 'onextend', '1514038749000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['618', 'onextend', '1514038750000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['625', 'onextend', '1514038750000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['632', 'onextend', '1514038751000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['639', 'onextend', '1514038751000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['646', 'onextend', '1514038752000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['653', 'onextend', '1514038752000', '4', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['660', 'onextend', '1514038753000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['667', 'onextend', '1514038755000', '14', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['674', 'onextend', '1514038756000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['681', 'onextend', '1514038756000', '6', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['683', 'onextend', '1514038798000', '0', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['694', 'onextend', '1514038798000', '0', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['711', 'onextend', '1514038799000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['797', 'onextend', '1514038799000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['804', 'onextend', '1514038800000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['811', 'onextend', '1514038800000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['819', 'onextend', '1514038801000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['826', 'onextend', '1514038801000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['833', 'onextend', '1514038802000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['840', 'onextend', '1514038802000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['847', 'onextend', '1514038803000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['854', 'onextend', '1514038803000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['861', 'onextend', '1514038804000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['868', 'onextend', '1514038805000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['875', 'onextend', '1514038806000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['882', 'onextend', '1514038808000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['889', 'onextend', '1514038808000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['896', 'onextend', '1514038813000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['902', 'onextend', '1514038816000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['911', 'onextend', '1514038819000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['912', 'onextend', '1514038879000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['913', 'onextend', '1514038939000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['914', 'onextend', '1514038999000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['915', 'onextend', '1514039059000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['926', 'onextend', '1514039062000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['933', 'onextend', '1514039091000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['939', 'onextend', '1514039093000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['945', 'onextend', '1514039098000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['956', 'onextend', '1514039112000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['957', 'onextend', '1514039172000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['958', 'onextend', '1514039232000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['959', 'onextend', '1514039292000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['960', 'onextend', '1514039352000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['961', 'onextend', '1514039412000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['972', 'onextend', '1514039424000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['979', 'onextend', '1514039492000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['989', 'onextend', '1514039515000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['990', 'onextend', '1514039575000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['998', 'onextend', '1514039520000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1017', 'onextend', '1514039590000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1024', 'onextend', '1514039626000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1035', 'onextend', '1514039626000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1045', 'onextend', '1514039834000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1053', 'onextend', '1514039857000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1054', 'onextend', '1514039917000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1055', 'onextend', '1514039977000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1066', 'onextend', '1514039965000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1080', 'onextend', '1514040348000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1086', 'onextend', '1514040354000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1098', 'onextend', '1514040662000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1105', 'onextend', '1514040697000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1116', 'onextend', '1514040697000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1122', 'onextend', '1514040700000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1128', 'onextend', '1514040708000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1136', 'onextend', '1514040766000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1147', 'onextend', '1514040766000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1153', 'onextend', '1514040766000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1159', 'onextend', '1514040772000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1166', 'onextend', '1514040776000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1167', 'onextend', '1514040836000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1178', 'onextend', '1514040781000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1186', 'onextend', '1514040786000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1193', 'onextend', '1514040793000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1204', 'onextend', '1514040793000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1206', 'onextend', '1514040793000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1213', 'onextend', '1514040895000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1221', 'onextend', '1514040956000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1232', 'onextend', '1514040956000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1234', 'onextend', '1514040956000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1249', 'onextend', '1514040966000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1250', 'onextend', '1514041026000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1251', 'onextend', '1514041086000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1252', 'onextend', '1514041146000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1253', 'onextend', '1514041206000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1254', 'onextend', '1514041266000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1255', 'onextend', '1514041326000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1256', 'onextend', '1514041386000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1257', 'onextend', '1514041446000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1258', 'onextend', '1514041506000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1259', 'onextend', '1514041566000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1260', 'onextend', '1514041626000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1271', 'onextend', '1514041627000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1278', 'onextend', '1514041627000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1306', 'onextend', '1514041699000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1318', 'onextend', '1514041722000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1319', 'onextend', '1514041782000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1320', 'onextend', '1514041842000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1321', 'onextend', '1514041902000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1322', 'onextend', '1514041962000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1323', 'onextend', '1514042022000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1324', 'onextend', '1514042082000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1335', 'onextend', '1514042064000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1342', 'onextend', '1514042064000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1348', 'onextend', '1514042082000', '2', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1355', 'onextend', '1514042082000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1362', 'onextend', '1514042083000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1369', 'onextend', '1514042083000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1376', 'onextend', '1514042084000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1383', 'onextend', '1514042084000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1390', 'onextend', '1514042085000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1397', 'onextend', '1514042085000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1404', 'onextend', '1514042086000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1411', 'onextend', '1514042086000', '3', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1418', 'onextend', '1514042087000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1425', 'onextend', '1514042088000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1432', 'onextend', '1514042091000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1440', 'onextend', '1514042182000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1447', 'onextend', '1514042205000', '0', '0', '5', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1448', 'onextend', '1514042265000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1459', 'onextend', '1514042261000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['1467', 'onextend', '1514042262000', '0', '0', '0', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
