['0', 'created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001', ['created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001'], 'E0']
['585', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.27776006', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['586', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.27772525', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['587', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['590', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.10685723', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['598', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.10680563', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['602', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.6199081', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['608', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.106964506', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['612', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.27776006', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['613', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.27772525', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['619', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['620', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.10685723', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['628', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.10680563', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['632', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.6199081', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['638', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.106964506', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['655', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.27776006', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['662', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.27772525', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['663', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['664', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.10685723', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['670', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.10680563', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['671', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.6199081', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['675', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.106964506', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['681', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.29115766', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['682', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.6199081', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['683', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.2898827', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['684', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['685', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.19247705', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['686', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.18529637', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['687', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.10681946', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['688', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.667', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['689', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.19266446', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['690', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.31981927', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['691', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.32958937', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['692', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.19247705', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['693', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.19242907', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['694', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.10681946', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['695', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['696', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.667', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['697', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.19266446', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['698', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.106881365', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['699', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.295472', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['700', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.19247705', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['701', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.3512319', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['702', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.19242907', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['703', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.10681946', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['704', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['705', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.667', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['706', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.27696857', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['707', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.19266446', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['708', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.106881365', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['709', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.295472', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['710', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.19247705', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['711', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.19242907', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['712', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.1337379', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['713', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.6854124', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['714', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['715', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['716', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.29998285', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['717', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.19266446', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['718', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.106881365', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['719', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.295472', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['720', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.27813601', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['721', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.25258622', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['722', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.19255035', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['723', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.7198902', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['724', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['725', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['726', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.27613032', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['727', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.33995733', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['728', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.106881365', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['729', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.295472', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['730', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.27813601', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['731', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.2781602', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['732', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.19255035', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['733', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.7607953', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['734', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.2783809', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['735', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['736', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['737', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.106881365', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['738', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.3624012', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['739', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.295472', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['740', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.27813601', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['741', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.2781602', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['742', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.19255035', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['743', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.80356', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['744', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.2783809', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['745', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['746', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.18216328', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['747', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['748', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.3624012', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['749', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.4956123', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['750', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.32285523', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['751', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.25511068', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['752', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.2781602', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['753', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.83331466', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['754', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.29597813', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['755', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.19258286', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['756', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['757', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.5323719', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['758', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['759', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.3624012', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['760', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.36390656', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['761', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.27825075', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['762', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.36388028', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['763', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.87672114', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['764', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.36404583', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['765', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000008_0', 'is', ':', '0.19258286', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['766', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000009_0', 'is', ':', '0.5323719', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['767', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000001_0', 'is', ':', '0.36319977', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['768', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000005_0', 'is', ':', '0.36390656', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['769', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000002_0', 'is', ':', '0.36317363', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['770', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000004_0', 'is', ':', '0.36388028', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['771', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000007_0', 'is', ':', '0.27825075', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['772', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000003_0', 'is', ':', '0.9185183', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['773', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000000_0', 'is', ':', '0.3624012', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
['774', 'progress', 'of', 'taskattempt', 'attempt_1445144423722_0020_m_000006_0', 'is', ':', '0.36404583', ['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>'], 'E62']
